Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Assists,Age,Nationality,Rank
2019/20,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,n/a,n/a,4.0,29 years 112 days,Netherlands,39.0
2019/20,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,4.0,30 years 181 days,Scotland,39.0
2019/20,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,4.0,33 years 69 days,Germany,39.0
2019/20,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,n/a,n/a,4.0,32 years 221 days,Norway,39.0
2019/20,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,4.0,33 years 87 days,France,39.0
2019/20,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,4.0,28 years 197 days,France,39.0
2019/20,134889.0,Felipe Anderson,Felipe Anderson,Pereira Gomes,M,7.0,Left Winger,n/a,n/a,4.0,31 years 130 days,Brazil,39.0
2019/20,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,4.0,31 years 25 days,Spain,39.0
2019/20,327274.0,Erik Pieters,Erik,Pieters,D,15.0,Left Full Back,Burnley,BUR,4.0,36 years 16 days,Netherlands,39.0
2019/20,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,25 years 340 days,United States,39.0
2019/20,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,4.0,30 years 170 days,England,39.0
2019/20,361032.0,Diego Rico,Diego,Rico,D,16.0,Left Full Back,n/a,n/a,4.0,31 years 182 days,Spain,39.0
2019/20,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,4.0,32 years 10 days,Brazil,39.0
2019/20,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,4.0,27 years 164 days,France,39.0
2019/20,362159.0,Ismaïla Sarr,Ismaïla,Sarr,F,7.0,Right Winger,n/a,n/a,4.0,26 years 180 days,Senegal,39.0
2019/20,362212.0,Djibril Sidibé,Djibril,Sidibé,D,19.0,Right Full Back,n/a,n/a,4.0,32 years 25 days,France,39.0
2019/20,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,4.0,34 years 45 days,Ireland,39.0
2019/20,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,4.0,34 years 87 days,England,39.0
2019/20,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,4.0,26 years 271 days,England,39.0
2019/20,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,n/a,n/a,3.0,26 years 326 days,England,62.0
2019/20,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,3.0,36 years 82 days,Argentina,62.0
2019/20,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,3.0,34 years 279 days,England,62.0
2019/20,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,3.0,34 years 148 days,Jamaica,62.0
2019/20,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,3.0,32 years 146 days,Scotland,62.0
2019/20,270861.0,Christian Atsu,Christian,Atsu,M,n/a,Midfielder,n/a,n/a,3.0,32 years 226 days,Ghana,62.0
2019/20,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,3.0,35 years 66 days,Gabon,62.0
2019/20,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,3.0,31 years 167 days,Greece,62.0
2019/20,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,3.0,36 years 43 days,France,62.0
2019/20,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,3.0,27 years 246 days,England,62.0
2019/20,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,27 years 105 days,Brazil,62.0
2019/20,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,3.0,32 years 220 days,Ireland,62.0
2019/20,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,3.0,32 years 276 days,England,62.0
2019/20,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,3.0,31 years 318 days,England,62.0
2019/20,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,3.0,28 years 56 days,Jamaica,62.0
2019/20,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,n/a,n/a,3.0,28 years 235 days,Brazil,62.0
2019/20,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,3.0,27 years 306 days,England,62.0
2019/20,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,3.0,27 years 325 days,Nigeria,62.0
2019/20,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,3.0,29 years 195 days,Guinea,62.0
2019/20,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,3.0,30 years 109 days,Croatia,62.0
2019/20,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,3.0,24 years 167 days,Portugal,62.0
2019/20,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,3.0,30 years 187 days,England,62.0
2019/20,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,27 years 274 days,England,62.0
2019/20,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,3.0,28 years 9 days,France,62.0
2019/20,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,3.0,36 years 321 days,Scotland,62.0
2019/20,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,3.0,29 years 310 days,Scotland,62.0
2019/20,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,3.0,37 years 107 days,England,62.0
2019/20,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,3.0,31 years 161 days,France,62.0
2019/20,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,3.0,34 years 147 days,Finland,62.0
2019/20,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,3.0,25 years 222 days,England,62.0
2019/20,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,34 years 350 days,Iceland,62.0
2019/20,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,3.0,30 years 209 days,England,62.0
2019/20,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,3.0,30 years 305 days,Brazil,62.0
2019/20,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,3.0,29 years 263 days,Belgium,62.0
2019/20,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,n/a,n/a,3.0,35 years 160 days,England,62.0
2019/20,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,3.0,29 years 296 days,England,62.0
2019/20,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,3.0,31 years 287 days,Cote D’Ivoire,62.0
2019/20,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,2.0,28 years 41 days,Scotland,99.0
2019/20,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,2.0,29 years 187 days,Netherlands,99.0
2019/20,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,2.0,35 years 174 days,Belgium,99.0
2019/20,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,2.0,30 years 195 days,Paraguay,99.0
2019/20,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,2.0,33 years 239 days,Spain,99.0
2019/20,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,2.0,28 years 9 days,Brazil,99.0
2019/20,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,2.0,32 years 347 days,Ghana,99.0
2019/20,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,2.0,30 years 322 days,Portugal,99.0
2019/20,133548.0,Sofiane Boufal,Sofiane,Boufal,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,30 years 341 days,Morocco,99.0
2019/20,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,2.0,32 years 222 days,Ireland,99.0
2019/20,347003.0,Bernard,Bernard Anício,Caldeira Duarte,M,10.0,Midfielder,n/a,n/a,2.0,31 years 350 days,Brazil,99.0
2019/20,337030.0,Todd Cantwell,Todd,Cantwell,M,13.0,Left Winger,n/a,n/a,2.0,26 years 178 days,England,99.0
2019/20,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,2.0,30 years 173 days,Spain,99.0
2019/20,187393.0,Dani Ceballos,Dani,Ceballos,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,28 years 16 days,Spain,99.0
2019/20,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,27 years 163 days,Portugal,99.0
2019/20,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,2.0,36 years 55 days,England,99.0
2019/20,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,2.0,30 years 221 days,England,99.0
2019/20,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,2.0,26 years 69 days,Mali,99.0
2019/20,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,2.0,31 years 235 days,Mali,99.0
2019/20,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,n/a,n/a,2.0,32 years 191 days,Denmark,99.0
2019/20,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,2.0,35 years 184 days,Argentina,99.0
2019/20,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,2.0,32 years 365 days,Scotland,99.0
2019/20,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,2.0,24 years 87 days,England,99.0
2019/20,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,n/a,n/a,2.0,32 years 247 days,Italy,99.0
2019/20,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,n/a,n/a,2.0,34 years 311 days,England,99.0
2019/20,336571.0,Frédéric Guilbert,Frédéric,Guilbert,D,2.0,Right Full Back,n/a,n/a,2.0,29 years 243 days,France,99.0
2019/20,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,2.0,29 years 154 days,England,99.0
2019/20,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,2.0,32 years 205 days,Ireland,99.0
2019/20,300661.0,Onel Hernández,Onel,Hernández,M,25.0,Left/Right Winger,n/a,n/a,2.0,31 years 204 days,Cuba,99.0
2019/20,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,2.0,28 years 62 days,Spain,99.0
2019/20,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,2.0,32 years 31 days,England,99.0
2019/20,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,2.0,24 years 259 days,England,99.0
2019/20,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,2.0,33 years 181 days,Belgium,99.0
2019/20,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,2.0,31 years 26 days,England,99.0
2019/20,182251.0,Moise Kean,Moise,Kean,F,18.0,Centre Striker,n/a,n/a,2.0,24 years 177 days,Italy,99.0
2019/20,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,2.0,31 years 64 days,Bosnia & Herzegovina,99.0
2019/20,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,2.0,26 years 305 days,England,99.0
2019/20,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,2.0,31 years 190 days,Argentina,99.0
2019/20,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,29 years 303 days,Colombia,99.0
2019/20,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,n/a,n/a,2.0,28 years 136 days,Argentina,99.0
2019/20,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,2.0,37 years 214 days,Ireland,99.0
2019/20,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,2.0,26 years 360 days,England,99.0
2019/20,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,2.0,36 years 117 days,Spain,99.0
2019/20,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,2.0,36 years 22 days,Serbia,99.0
2019/20,340871.0,David McGoldrick,David,McGoldrick,F,17.0,Centre Striker,Sheffield United,SHU,2.0,36 years 268 days,Ireland,99.0
2019/20,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,2.0,30 years 37 days,France,99.0
2019/20,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,2.0,38 years 232 days,England,99.0
2019/20,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,2.0,31 years 163 days,England,99.0
2019/20,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 343 days,Australia,99.0
2019/20,361852.0,Tanguy Ndombélé,Tanguy,Ndombélé,M,22.0,Midfielder,n/a,n/a,2.0,27 years 239 days,France,99.0
2019/20,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,2.0,24 years 48 days,Ireland,99.0
2019/20,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,2.0,35 years 313 days,Germany,99.0
2019/20,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,2.0,30 years 101 days,Belgium,99.0
2019/20,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,2.0,32 years 356 days,Netherlands,99.0
2019/20,30301.0,Billy Sharp,Billy,Sharp,F,14.0,Striker,n/a,n/a,2.0,38 years 200 days,England,99.0
2019/20,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,2.0,32 years 178 days,England,99.0
2019/20,320107.0,Will Smallbone,Will,Smallbone,M,18.0,Centre Central Midfielder,Southampton,SOU,2.0,24 years 184 days,Ireland,99.0
2019/20,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,2.0,26 years 106 days,Brazil,99.0
2019/20,340757.0,Jack Stacey,Jack,Stacey,D,3.0,Right Wing Back,n/a,n/a,2.0,28 years 139 days,England,99.0
2019/20,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,n/a,n/a,2.0,28 years 340 days,England,99.0
2019/20,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,2.0,31 years 278 days,England,99.0
2019/20,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,2.0,33 years 360 days,Netherlands,99.0
2019/20,354891.0,Jetro Willems,Jetro,Willems,D,15.0,Defender,n/a,n/a,2.0,30 years 146 days,Netherlands,99.0
2019/20,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,2.0,31 years 331 days,Switzerland,99.0
2019/20,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,n/a,n/a,1.0,24 years 232 days,England,163.0
2019/20,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,1.0,32 years 358 days,Portugal,163.0
2019/20,335366.0,Phil Bardsley,Phil,Bardsley,D,27.0,Right Full Back,Burnley,BUR,1.0,39 years 56 days,Scotland,163.0
2019/20,15123.0,Chris Basham,Chris,Basham,D,6.0,Centre Central Defender,Sheffield United,SHU,1.0,36 years 34 days,England,163.0
2019/20,359639.0,Michy Batshuayi,Michy,Batshuayi,F,44.0,Left/Centre Striker,n/a,n/a,1.0,30 years 326 days,Belgium,163.0
2019/20,133131.0,Alisson Becker,Alisson Ramsés,Becker,G,1.0,Goalkeeper,Liverpool,LIV,1.0,31 years 326 days,Brazil,163.0
2019/20,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,n/a,n/a,1.0,28 years 133 days,Poland,163.0
2019/20,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,1.0,33 years 264 days,Belgium,163.0
2019/20,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,26 years 191 days,Norway,163.0
2019/20,315923.0,Steven Bergwijn,Steven,Bergwijn,F,7.0,Left/Right Winger,n/a,n/a,1.0,26 years 320 days,Netherlands,163.0
2019/20,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,1.0,35 years 18 days,England,163.0
2019/20,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,1.0,28 years 73 days,Denmark,163.0
2019/20,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,1.0,33 years 202 days,Cote D’Ivoire,163.0
2019/20,288155.0,Gary Cahill,Gary,Cahill,D,24.0,Centre Central Defender,n/a,n/a,1.0,38 years 248 days,England,163.0
2019/20,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,1.0,27 years 160 days,England,163.0
2019/20,360825.0,Nathaniel Chalobah,Nathaniel,Chalobah,D,n/a,Defender,n/a,n/a,1.0,29 years 255 days,England,163.0
2019/20,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,1.0,29 years 216 days,England,163.0
2019/20,322764.0,Hamza Choudhury,Hamza,Choudhury,M,4.0,Central Midfielder,n/a,n/a,1.0,26 years 327 days,England,163.0
2019/20,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,1.0,35 years 317 days,Ireland,163.0
2019/20,343485.0,Aaron Connolly,Aaron,Connolly,F,44.0,Centre Striker,n/a,n/a,1.0,24 years 208 days,Ireland,163.0
2019/20,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,1.0,37 years 191 days,England,163.0
2019/20,315398.0,Kevin Danso,Kevin,Danso,D,4.0,Centre Central Defender,n/a,n/a,1.0,25 years 339 days,Austria,163.0
2019/20,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,1.0,27 years 227 days,France,163.0
2019/20,50119.0,Ahmed El Mohamady,Ahmed Eissa,El Mohamady Abdel Fattah,D,27.0,Right Full Back,n/a,n/a,1.0,36 years 349 days,Egypt,163.0
2019/20,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,1.0,36 years 233 days,Northern Ireland,163.0
2019/20,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,n/a,n/a,1.0,23 years 181 days,England,163.0
2019/20,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,1.0,34 years 204 days,England,163.0
2019/20,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,1.0,22 years 327 days,England,163.0
2019/20,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,1.0,33 years 301 days,Iceland,163.0
2019/20,363097.0,Mattéo Guendouzi,Mattéo,Guendouzi,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,25 years 131 days,France,163.0
2019/20,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 304 days,Germany,163.0
2019/20,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,1.0,30 years 62 days,Cote D’Ivoire,163.0
2019/20,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,1.0,29 years 327 days,Egypt,163.0
2019/20,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 128 days,England,163.0
2019/20,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 18 days,Denmark,163.0
2019/20,284325.0,Daryl Janmaat,Daryl,Janmaat,D,53.0,Right Full Back,n/a,n/a,1.0,35 years 32 days,Netherlands,163.0
2019/20,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,1.0,26 years 182 days,England,163.0
2019/20,337757.0,Martin Kelly,Martin,Kelly,D,34.0,Right Full Back,n/a,n/a,1.0,34 years 118 days,England,163.0
2019/20,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,34 years 246 days,Senegal,163.0
2019/20,349514.0,Emil Krafth,Emil,Krafth,D,17.0,Right Full Back,Newcastle United,NEW,1.0,30 years 21 days,Sweden,163.0
2019/20,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,163.0
2019/20,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 172 days,Argentina,163.0
2019/20,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,1.0,23 years 328 days,Ghana,163.0
2019/20,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,28 years 213 days,England,163.0
2019/20,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,1.0,26 years 298 days,England,163.0
2019/20,125971.0,Dejan Lovren,Dejan,Lovren,D,5.0,Centre Central Defender,n/a,n/a,1.0,35 years 49 days,Croatia,163.0
2019/20,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,1.0,35 years 75 days,England,163.0
2019/20,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,1.0,31 years 171 days,England,163.0
2019/20,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,1.0,30 years 110 days,Spain,163.0
2019/20,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,1.0,30 years 34 days,England,163.0
2019/20,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,1.0,30 years 290 days,DR Congo,163.0
2019/20,143584.0,Kenny McLean,Kenny,McLean,M,23.0,Centre Central Midfielder,Norwich City,NOR,1.0,32 years 228 days,Scotland,163.0
2019/20,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,27 years 259 days,Scotland,163.0
2019/20,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,1.0,34 years 337 days,England,163.0
2019/20,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 138 days,Serbia,163.0
2019/20,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,1.0,29 years 335 days,Colombia,163.0
2019/20,194439.0,Martín Montoya,Martín,Montoya,D,2.0,Right Full Back,n/a,n/a,1.0,33 years 131 days,Spain,163.0
2019/20,357649.0,Wesley,Wesley,Moraes Ferreira da Silva,F,n/a,Striker,n/a,n/a,1.0,27 years 273 days,Brazil,163.0
2019/20,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,1.0,37 years 123 days,Brazil,163.0
2019/20,268503.0,Glenn Murray,Glenn,Murray,F,25.0,Centre Striker,n/a,n/a,1.0,40 years 333 days,England,163.0
2019/20,289743.0,Shkodran Mustafi,Shkodran,Mustafi,D,5.0,Centre Central Defender,n/a,n/a,1.0,32 years 128 days,Germany,163.0
2019/20,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,1.0,27 years 251 days,Nigeria,163.0
2019/20,144579.0,Oliver Norwood,Oliver,Norwood,M,16.0,Centre Central Midfielder,Sheffield United,SHU,1.0,33 years 133 days,Northern Ireland,163.0
