Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,TotalOffsides,Age,Nationality,Rank
2019/20,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,5.0,30 years 170 days,England,70.0
2019/20,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,5.0,32 years 10 days,Brazil,70.0
2019/20,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,4.0,32 years 146 days,Scotland,76.0
2019/20,270861.0,Christian Atsu,Christian,Atsu,M,n/a,Midfielder,n/a,n/a,4.0,32 years 226 days,Ghana,76.0
2019/20,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,n/a,n/a,4.0,26 years 258 days,England,76.0
2019/20,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,4.0,36 years 14 days,Brazil,76.0
2019/20,318800.0,Patrick Cutrone,Patrick,Cutrone,F,9.0,Centre Striker,Wolverhampton Wanderers,WOL,4.0,26 years 233 days,Italy,76.0
2019/20,267842.0,Bernardo,Bernardo,Fernandes da Silva Junior,D,95.0,Left Full Back,n/a,n/a,4.0,29 years 101 days,Brazil,76.0
2019/20,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,28 years 348 days,England,76.0
2019/20,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,4.0,32 years 205 days,Ireland,76.0
2019/20,359214.0,Conor Hourihane,Conor,Hourihane,M,14.0,Centre Central Midfielder,n/a,n/a,4.0,33 years 203 days,Ireland,76.0
2019/20,182251.0,Moise Kean,Moise,Kean,F,18.0,Centre Striker,n/a,n/a,4.0,24 years 177 days,Italy,76.0
2019/20,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,4.0,31 years 190 days,Argentina,76.0
2019/20,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,4.0,24 years 167 days,Portugal,76.0
2019/20,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,27 years 274 days,England,76.0
2019/20,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,4.0,36 years 117 days,Spain,76.0
2019/20,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,4.0,36 years 321 days,Scotland,76.0
2019/20,194439.0,Martín Montoya,Martín,Montoya,D,2.0,Right Full Back,n/a,n/a,4.0,33 years 131 days,Spain,76.0
2019/20,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,4.0,25 years 226 days,England,76.0
2019/20,353831.0,Reiss Nelson,Reiss,Nelson,M,n/a,Left/Centre/Right Winger,Arsenal,ARS,4.0,24 years 257 days,England,76.0
2019/20,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,4.0,29 years 86 days,Cote D’Ivoire,76.0
2019/20,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,4.0,29 years 42 days,England,76.0
2019/20,326932.0,Robert Snodgrass,Robert,Snodgrass,M,77.0,Left/Right Attacking Midfielder,n/a,n/a,4.0,36 years 351 days,Scotland,76.0
2019/20,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,4.0,26 years 344 days,England,76.0
2019/20,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,4.0,29 years 263 days,Belgium,76.0
2019/20,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,n/a,n/a,3.0,24 years 232 days,England,99.0
2019/20,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,3.0,29 years 187 days,Netherlands,99.0
2019/20,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,3.0,25 years 321 days,England,99.0
2019/20,347834.0,Steven Alzate,Steven,Alzate,M,17.0,Left/Centre/Right Central Midfielder,n/a,n/a,3.0,25 years 350 days,Colombia,99.0
2019/20,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,3.0,34 years 361 days,Spain,99.0
2019/20,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,3.0,32 years 106 days,England,99.0
2019/20,337030.0,Todd Cantwell,Todd,Cantwell,M,13.0,Left Winger,n/a,n/a,3.0,26 years 178 days,England,99.0
2019/20,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,3.0,28 years 307 days,Portugal,99.0
2019/20,323015.0,Keinan Davis,Keinan,Davis,F,7.0,Striker,n/a,n/a,3.0,26 years 192 days,England,99.0
2019/20,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,3.0,33 years 56 days,Belgium,99.0
2019/20,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,3.0,31 years 34 days,France,99.0
2019/20,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,3.0,26 years 69 days,Mali,99.0
2019/20,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,3.0,32 years 220 days,Ireland,99.0
2019/20,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,3.0,28 years 56 days,Jamaica,99.0
2019/20,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,3.0,22 years 327 days,England,99.0
2019/20,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,n/a,n/a,3.0,28 years 235 days,Brazil,99.0
2019/20,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,3.0,23 years 290 days,England,99.0
2019/20,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,3.0,34 years 337 days,England,99.0
2019/20,340170.0,Yoshinori Muto,Yoshinori,Muto,F,11.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,32 years 39 days,Japan,99.0
2019/20,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,n/a,n/a,3.0,25 years 85 days,England,99.0
2019/20,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,3.0,24 years 48 days,Ireland,99.0
2019/20,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,25 years 340 days,United States,99.0
2019/20,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,3.0,27 years 164 days,France,99.0
2019/20,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,3.0,37 years 350 days,Portugal,99.0
2019/20,189086.0,David Silva,David,Silva,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,3.0,38 years 228 days,Spain,99.0
2019/20,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,3.0,31 years 278 days,England,99.0
2019/20,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,n/a,n/a,3.0,27 years 263 days,Portugal,99.0
2019/20,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,3.0,25 years 183 days,Tunisia,99.0
2019/20,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,3.0,32 years 114 days,Czech Republic,99.0
2019/20,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,3.0,34 years 87 days,England,99.0
2019/20,172229.0,Albian Ajeti,Albian,Ajeti,F,23.0,Centre Striker,n/a,n/a,2.0,27 years 179 days,Switzerland,129.0
2019/20,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,2.0,33 years 239 days,Spain,129.0
2019/20,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,2.0,28 years 73 days,Denmark,129.0
2019/20,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,2.0,29 years 350 days,Portugal,129.0
2019/20,133548.0,Sofiane Boufal,Sofiane,Boufal,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,30 years 341 days,Morocco,129.0
2019/20,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,n/a,n/a,2.0,27 years 242 days,Argentina,129.0
2019/20,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,2.0,30 years 173 days,Spain,129.0
2019/20,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,2.0,34 years 252 days,England,129.0
2019/20,277842.0,Ondrej Duda,Ondrej,Duda,M,18.0,Centre Attacking Midfielder,n/a,n/a,2.0,29 years 262 days,Slovakia,129.0
2019/20,50119.0,Ahmed El Mohamady,Ahmed Eissa,El Mohamady Abdel Fattah,D,27.0,Right Full Back,n/a,n/a,2.0,36 years 349 days,Egypt,129.0
2019/20,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,n/a,n/a,2.0,32 years 191 days,Denmark,129.0
2019/20,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,2.0,36 years 233 days,Northern Ireland,129.0
2019/20,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,2.0,35 years 184 days,Argentina,129.0
2019/20,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,n/a,n/a,2.0,34 years 311 days,England,129.0
2019/20,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,2.0,34 years 204 days,England,129.0
2019/20,336571.0,Frédéric Guilbert,Frédéric,Guilbert,D,2.0,Right Full Back,n/a,n/a,2.0,29 years 243 days,France,129.0
2019/20,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 304 days,Germany,129.0
2019/20,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,2.0,29 years 154 days,England,129.0
2019/20,319890.0,Chicharito,Javier,Hernández Balcázar,F,14.0,Centre Striker,n/a,n/a,2.0,36 years 83 days,Mexico,129.0
2019/20,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,2.0,26 years 287 days,Wales,129.0
2019/20,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,2.0,34 years 246 days,Senegal,129.0
2019/20,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,2.0,30 years 286 days,England,129.0
2019/20,343257.0,Jamal Lewis,Jamal,Lewis,D,6.0,Left Full Back,n/a,n/a,2.0,26 years 211 days,Northern Ireland,129.0
2019/20,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,2.0,30 years 34 days,England,129.0
2019/20,339647.0,Adrian Mariappa,Adrian,Mariappa,D,5.0,Centre Central Defender,n/a,n/a,2.0,37 years 325 days,Jamaica,129.0
2019/20,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,2.0,23 years 66 days,Brazil,129.0
2019/20,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,2.0,30 years 234 days,Morocco,129.0
2019/20,303230.0,Max Meyer,Max,Meyer,M,8.0,Midfielder,n/a,n/a,2.0,28 years 340 days,Germany,129.0
2019/20,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,2.0,29 years 335 days,Colombia,129.0
2019/20,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,2.0,31 years 163 days,England,129.0
2019/20,163201.0,Nacho Monreal,Ignacio,Monreal Eraso,D,20.0,Left Full Back,n/a,n/a,2.0,38 years 179 days,Spain,129.0
2019/20,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,2.0,30 years 13 days,Portugal,129.0
2019/20,30925.0,Jack O'Connell,Jack,O'Connell,D,5.0,Centre Central Defender,n/a,n/a,2.0,30 years 147 days,England,129.0
2019/20,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,n/a,n/a,2.0,31 years 8 days,England,129.0
2019/20,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,n/a,n/a,2.0,30 years 20 days,Italy,129.0
2019/20,134889.0,Felipe Anderson,Felipe Anderson,Pereira Gomes,M,7.0,Left Winger,n/a,n/a,2.0,31 years 130 days,Brazil,129.0
2019/20,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,2.0,31 years 161 days,France,129.0
2019/20,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,2.0,25 years 222 days,England,129.0
2019/20,361032.0,Diego Rico,Diego,Rico,D,16.0,Left Full Back,n/a,n/a,2.0,31 years 182 days,Spain,129.0
2019/20,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,2.0,30 years 165 days,Scotland,129.0
2019/20,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,2.0,34 years 150 days,Morocco,129.0
2019/20,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,2.0,32 years 247 days,Switzerland,129.0
2019/20,361805.0,Ryan Sessegnon,Ryan,Sessegnon,M,30.0,Left/Right Winger,n/a,n/a,2.0,24 years 97 days,England,129.0
2019/20,362212.0,Djibril Sidibé,Djibril,Sidibé,D,19.0,Right Full Back,n/a,n/a,2.0,32 years 25 days,France,129.0
2019/20,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,34 years 350 days,Iceland,129.0
2019/20,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,2.0,35 years 7 days,France,129.0
2019/20,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,n/a,n/a,2.0,33 years 116 days,England,129.0
2019/20,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,2.0,34 years 45 days,Ireland,129.0
2019/20,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,2.0,30 years 340 days,England,129.0
2019/20,361060.0,Cenk Tosun,Cenk,Tosun,F,23.0,Centre Striker,n/a,n/a,2.0,33 years 77 days,Turkey,129.0
2019/20,336200.0,Tom Trybull,Tom,Trybull,M,46.0,Centre Defensive Midfielder,n/a,n/a,2.0,31 years 167 days,Germany,129.0
2019/20,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,2.0,33 years 360 days,Netherlands,129.0
2019/20,312108.0,Indiana Vassilev,Indiana,Vassilev,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,23 years 189 days,United States,129.0
2019/20,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,2.0,27 years 132 days,England,129.0
2019/20,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,2.0,33 years 271 days,England,129.0
2019/20,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,2.0,31 years 45 days,United States,129.0
2019/20,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,1.0,34 years 279 days,England,185.0
2019/20,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,1.0,35 years 174 days,Belgium,185.0
2019/20,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,1.0,29 years 157 days,Spain,185.0
2019/20,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,26 years 191 days,Norway,185.0
2019/20,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,1.0,35 years 18 days,England,185.0
2019/20,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,1.0,33 years 202 days,Cote D’Ivoire,185.0
2019/20,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,1.0,27 years 247 days,England,185.0
2019/20,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,1.0,32 years 222 days,Ireland,185.0
2019/20,343761.0,Sam Byram,Sam,Byram,D,25.0,Right Full Back,Norwich City,NOR,1.0,30 years 342 days,England,185.0
2019/20,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,1.0,27 years 246 days,England,185.0
2019/20,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,1.0,35 years 317 days,Ireland,185.0
2019/20,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,1.0,33 years 126 days,England,185.0
2019/20,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,1.0,35 years 59 days,England,185.0
2019/20,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,1.0,31 years 121 days,Wales,185.0
2019/20,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,1.0,26 years 54 days,England,185.0
2019/20,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,1.0,30 years 221 days,England,185.0
2019/20,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,1.0,27 years 227 days,France,185.0
2019/20,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,185.0
2019/20,133133.0,John Egan,John,Egan,D,12.0,Centre Central Defender,Sheffield United,SHU,1.0,31 years 308 days,Ireland,185.0
2019/20,277745.0,Björn Engels,Björn,Engels,D,3.0,Defender,n/a,n/a,1.0,29 years 343 days,Belgium,185.0
2019/20,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,1.0,33 years 203 days,Spain,185.0
2019/20,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 365 days,Scotland,185.0
2019/20,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,1.0,24 years 87 days,England,185.0
2019/20,267496.0,Timothy Fosu-Mensah,Timothy,Fosu-Mensah,D,24.0,Left/Centre/Right Central Defender,n/a,n/a,1.0,26 years 234 days,Netherlands,185.0
2019/20,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,1.0,30 years 181 days,Scotland,185.0
2019/20,311979.0,Christian Fuchs,Christian,Fuchs,D,22.0,Left Full Back,n/a,n/a,1.0,38 years 138 days,Austria,185.0
2019/20,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,n/a,n/a,1.0,23 years 181 days,England,185.0
2019/20,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,1.0,33 years 301 days,Iceland,185.0
2019/20,323869.0,Kortney Hause,Kortney,Hause,D,30.0,Centre Central Defender,Aston Villa,AVL,1.0,29 years 38 days,England,185.0
2019/20,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,1.0,27 years 306 days,England,185.0
2019/20,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 128 days,England,185.0
2019/20,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 18 days,Denmark,185.0
2019/20,362982.0,Adam Idah,Adam,Idah,F,9.0,Striker,n/a,n/a,1.0,23 years 194 days,Ireland,185.0
2019/20,336686.0,Odion Ighalo,Odion,Ighalo,F,n/a,Centre Striker,n/a,n/a,1.0,35 years 68 days,Nigeria,185.0
2019/20,282098.0,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,F,7.0,Forward,n/a,n/a,1.0,31 years 12 days,Iran,185.0
2019/20,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,1.0,24 years 259 days,England,185.0
2019/20,300156.0,James Justin,James,Justin,D,n/a,Defender,Leicester City,LEI,1.0,26 years 182 days,England,185.0
2019/20,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 195 days,Guinea,185.0
2019/20,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,1.0,26 years 305 days,England,185.0
2019/20,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,185.0
2019/20,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 172 days,Argentina,185.0
2019/20,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 303 days,Colombia,185.0
2019/20,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,25 years 243 days,Argentina,185.0
2019/20,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,1.0,30 years 110 days,Spain,185.0
2019/20,143584.0,Kenny McLean,Kenny,McLean,M,23.0,Centre Central Midfielder,Norwich City,NOR,1.0,32 years 228 days,Scotland,185.0
2019/20,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,1.0,30 years 37 days,France,185.0
2019/20,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,1.0,26 years 292 days,Wales,185.0
2019/20,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 138 days,Serbia,185.0
2019/20,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,1.0,38 years 232 days,England,185.0
2019/20,314973.0,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,M,22.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,35 years 215 days,Armenia,185.0
2019/20,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,1.0,37 years 123 days,Brazil,185.0
2019/20,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,1.0,27 years 251 days,Nigeria,185.0
2019/20,188297.0,Jeremy Ngakia,Jeremy,Ngakia,D,2.0,Right Full Back,n/a,n/a,1.0,23 years 351 days,England,185.0
2019/20,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,37 years 107 days,England,185.0
2019/20,144579.0,Oliver Norwood,Oliver,Norwood,M,16.0,Centre Central Midfielder,Sheffield United,SHU,1.0,33 years 133 days,Northern Ireland,185.0
2019/20,359341.0,Ben Osborn,Ben,Osborn,M,8.0,Midfielder,Sheffield United,SHU,1.0,30 years 18 days,England,185.0
2019/20,351610.0,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,D,19.0,Centre Central Defender,n/a,n/a,1.0,36 years 75 days,Greece,185.0
2019/20,318804.0,Dennis Praet,Dennis,Praet,M,22.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 101 days,Belgium,185.0
2019/20,179282.0,Jack Robinson,Jack,Robinson,D,19.0,Left Full Back,Sheffield United,SHU,1.0,30 years 357 days,England,185.0
2019/20,325547.0,Callum Robinson,Callum,Robinson,F,47.0,Left/Centre Striker,n/a,n/a,1.0,29 years 203 days,Ireland,185.0
2019/20,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,1.0,31 years 171 days,Brazil,185.0
2019/20,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,1.0,32 years 334 days,Spain,185.0
2019/20,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,1.0,39 years 111 days,Brazil,185.0
2019/20,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,1.0,28 years 72 days,Colombia,185.0
2019/20,90688.0,Ezequiel Schelotto,Ezequiel,Schelotto,D,21.0,Defender,n/a,n/a,1.0,35 years 92 days,Argentina,185.0
2019/20,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,1.0,31 years 244 days,Ghana,185.0
2019/20,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,M,29.0,Left/Right Winger,n/a,n/a,1.0,32 years 318 days,Switzerland,185.0
2019/20,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,1.0,32 years 178 days,England,185.0
2019/20,359616.0,Çaglar Söyüncü,Çaglar,Söyüncü,D,2.0,Central Defender,n/a,n/a,1.0,28 years 92 days,Turkey,185.0
2019/20,340757.0,Jack Stacey,Jack,Stacey,D,3.0,Right Wing Back,n/a,n/a,1.0,28 years 139 days,England,185.0
